group,subset,method_key,method,median_normalized_rf,median_bsd,mean_normalized_rf,mean_bsd
Amphibians,17,supertree,Supertree-based,0.73828125,0.29711918970316575,0.7377604166666667,0.29656735129804024
Amphibians,18,original,Proposed,0.39473684210526316,0.250168525695682,0.3912280701754386,0.2504851859506768
Amphibians,18,at_root,Root Attach,0.7293233082706767,0.39534731216074825,0.7355889724310778,0.3937570865991992
Amphibians,18,nearest_leaf_parent,Nearest Parent,0.7368421052631579,0.38590625956960817,0.750375939849624,0.3846406394710434
Amphibians,18,no_mcs,No MCS,0.7443609022556391,0.3968173464221443,0.7531328320802007,0.3958906251067868
Amphibians,18,supertree,Supertree-based,0.6654135338345865,0.31761821190985995,0.6736842105263158,0.31260313212427315
Amphibians,19,original,Proposed,0.286231884057971,0.241292465900872,0.29347826086956524,0.24089924589294873
Amphibians,19,at_root,Root Attach,0.7572463768115942,0.3621986996272385,0.7606280193236715,0.3639447506178728
Amphibians,19,nearest_leaf_parent,Nearest Parent,0.75,0.3583441263471164,0.764975845410628,0.3678631278183696
Amphibians,19,no_mcs,No MCS,0.7572463768115942,0.36548542612816526,0.7635265700483093,0.3668248717696054
